"","resp_id","date","version","age","agegroup","gender","educ","v5","v6","v7","v8_code_1","v8_code_2","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v45","v46","v47","v48","v49A","v49B","v49C","v49D","v49E","v49F","v49G","v49H","v49I","v49S","v49J","v49R","v50","v51","v52A","v52B","v52C","v52D","v52E","v52F","v52G","v52H","v52I","v52J","v52K","v52R","v52S","v52T","v52U","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v75","v76","v77","v78","v79","v93","v94","v95","v104","v105","v105A","v106","v107","v108","v111","v112","v113","v114","v115","v116","v117","v118","v129","v130","v131","v132","v133","v134","v135","v137","v138_code","v139","v140","v141","v142","v143_code","v144","v148","v149","midgam","interview_wave2","date_after","v1_after","v2_after","v3_after","v4_after","v5_after","v6A_after","v6B_after","v6C_after","v6D_after","v6E_after","v6F_after","v6G_after","v6H_after","v6I_after","v6J_after","v7_after","V8A_after_code1","V8A_after_code2","V8A_after_code3","V8B_after_code1","V8B_after_code2","V8B_after_code3","v9_after","v10_after","v11_after","v17_after","v18_after","c_resp_id_before","c_date_before","girsa_c","c301","c302","c303","c304","c305","c306","c307","c308","c309","c104","c8_Code1","c8_Code2","c19","c20","c21","c25","c28","c29","c49_a","c49_b","c49_c","c49_d","c49_f","c49_h","c49_j","c52_a","c52_b","c52_d","c52_e","c52_g","c52_i","c52_k","c106","c107","c111","c310","c148","c149","d_resp_id_after","d_date_after","D1","D2","D4","D7","D9","D17","D18","educ_w","religiosity_w","educ_arab_w","weights_panel_1","weights_panel_2","weights_panel_3","weights_panel_4"
"461",198350,"07/03/2019",2,71,7,2,3,1,4,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,10,5,0,0,0,0,0,0,NA,0,NA,0,10,0,10,10,5,0,0,5,5,0,0,0,NA,NA,NA,NA,1,4,4,4,4,3,98,98,1,5,4,4,1,1,3,4,4,1,1,1,3,2,4,4,4,4,1,5,5,2,NA,NA,3,3,4,7,1,5,NA,NA,NA,NA,NA,1,1,1,3,3,NA,1,1,"Y2",99,4,2,2,1,99,1,1,2,1,"11/04/2019",1,2,6,5,1,2,5,8,2,1,4,4,1,2,3,5,69,NA,NA,29,NA,NA,2,3,4,1,1,203163,"02/09/2019",2,5,1,5,1,1,1,5,1,1,2,21,NA,4,4,4,NA,NA,NA,0,10,5,0,5,5,98,0,10,5,0,8,5,0,3,3,7,1,1,1,204328,"19/09/2019",1,2,5,4,4,1,1,1,NA,NA,1,1,1,1
"462",198352,"07/03/2019",2,36,3,2,7,1,5,4,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,98,98,98,98,98,98,NA,98,NA,10,0,98,98,98,98,98,98,98,98,98,98,98,NA,NA,NA,NA,98,NA,NA,NA,NA,98,98,98,98,98,4,98,4,4,4,4,4,98,98,98,3,96,NA,NA,NA,NA,1,1,1,94,1,NA,98,98,94,4,3,1,NA,NA,NA,NA,NA,1,4,1,1,1,NA,2,1,"23",5,4,6,3,1,3,1,1,2,1,"14/04/2019",1,99,1,5,1,8,4,8,2,8,8,8,4,2,4,5,98,NA,NA,24,NA,NA,1,3,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,3,NA,0.94094372035937,0.960799135152137,NA,NA
"463",198353,"07/03/2019",2,32,3,2,7,1,2,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,8,4,4,2,3,2,4,0,NA,0,NA,8,6,4,8,7,7,5,0,2,4,6,0,0,NA,NA,NA,NA,3,2,1,4,3,2,4,4,3,3,1,4,4,3,3,3,3,3,1,1,3,2,3,4,3,3,1,5,2,2,NA,NA,4,5,5,4,1,5,NA,NA,NA,NA,NA,1,3,1,2,2,NA,11,1,"21",2,2,3,3,1,5,1,1,2,1,"14/04/2019",1,2,4,4,1,3,4,2,3,2,2,4,2,1,2,5,61,NA,NA,7,NA,NA,2,3,3,1,1,203261,"03/09/2019",2,5,1,5,4,3,1,2,4,4,2,82,NA,2,2,4,NA,NA,NA,6,8,8,3,3,6,0,3,8,8,5,3,6,0,4,5,3,1,1,1,204240,"19/09/2019",1,2,3,4,4,1,1,4,4,NA,0.808874660503314,0.792485631491986,0.734300059302239,0.723389920167168
"464",198354,"07/03/2019",2,70,7,2,8,1,5,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,7,8,0,0,8,5,0,5,NA,98,NA,95,10,0,8,5,6,0,0,7,7,2,2,7,NA,NA,NA,NA,1,4,1,4,4,3,3,3,1,5,3,4,4,4,4,4,4,1,98,1,1,3,4,3,3,3,5,5,5,97,2,93,98,5,2,7,1,5,NA,NA,NA,NA,NA,3,2,1,3,3,NA,1,1,"22",3,6,2,98,1,5,1,1,2,1,"15/04/2019",1,3,1,5,2,2,5,4,2,2,2,3,5,5,5,5,73,66,65,11,22,30,2,2,1,1,1,203105,"01/09/2019",2,1,1,4,5,1,5,5,2,5,6,55,58,1,4,4,NA,NA,NA,0,7,8,0,8,4,7,0,7,8,0,10,4,8,1,3,7,1,1,1,204354,"19/09/2019",1,6,5,2,18,1,1,4,4,NA,0.808874660503314,0.792485631491986,0.734300059302239,0.723389920167168
"465",198356,"07/03/2019",1,49,4,1,4,1,3,3,1,NA,3,2,3,3,1,1,4,1,3,2,98,4,4,1,3,3,1,NA,NA,NA,NA,NA,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,2,1,NA,NA,NA,NA,1,1,1,5,10,8,6,4,4,1,2,4,4,4,1979,1,1,"43",3,5,5,3,1,5,1,1,2,1,"17/04/2019",1,1,6,5,1,4,2,5,2,8,2,5,5,2,8,4,48,NA,NA,8,NA,NA,1,3,4,1,1,203238,"03/09/2019",1,2,3,2,2,1,5,98,3,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,204671,"22/09/2019",1,2,5,6,3,1,1,2,4,NA,0.90115712740743,0.899936424246566,0.93533861150672,0.935057863620165
"466",198357,"07/03/2019",1,NA,5,1,7,1,2,98,66,NA,2,2,3,1,98,4,3,4,98,98,2,98,3,2,3,2,1,NA,NA,NA,NA,NA,3,3,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,97,1,NA,NA,NA,9,6,3,98,9,6,98,2,2,6,1,3,3,3,1972,1,1,"25",2,1,1,3,1,5,1,1,2,1,"11/04/2019",1,3,4,3,1,4,4,2,3,3,3,2,4,2,8,2,43,47,51,1,7,13,4,2,2,1,1,203232,"03/09/2019",1,4,3,4,4,4,1,1,2,1,97,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,204197,"19/09/2019",1,2,3,2,2,1,1,4,4,NA,0.808874660503314,0.792485631491986,0.734300059302239,0.723389920167168
"467",198360,"07/03/2019",2,77,7,2,7,1,1,2,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,2,7,98,2,5,6,3,5,98,2,NA,0,NA,7,4,8,7,7,99,5,7,98,7,7,98,98,NA,NA,NA,NA,4,1,1,2,3,98,98,98,1,1,4,98,98,98,98,98,98,2,4,98,3,96,NA,NA,NA,NA,1,1,5,1,NA,NA,98,98,1,5,1,5,NA,NA,NA,NA,NA,5,3,3,3,3,1971,5,1,"Y2",1,5,1,3,1,2,1,1,2,1,"15/04/2019",1,1,6,3,1,4,2,4,2,8,2,3,4,2,3,5,43,73,NA,25,19,NA,2,3,4,1,1,203098,"01/09/2019",2,98,3,2,3,2,1,1,1,1,1,64,NA,98,3,2,NA,NA,NA,5,5,5,5,5,5,5,8,6,7,9,98,3,4,98,5,2,1,1,1,204876,"24/09/2019",1,1,4,6,3,1,1,4,2,NA,1.06653502734965,1.08177354065321,1.07336062748564,1.11641077724602
"468",198361,"07/03/2019",1,50,5,1,3,1,1,2,15,NA,3,3,2,2,1,3,1,3,4,2,2,3,2,1,3,1,1,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,3,5,1,NA,NA,NA,NA,1,3,1,5,10,10,8,4,3,1,2,1,2,2,NA,3,1,"83",2,4,4,3,1,4,1,1,2,1,"01/05/2019",2,94,2,5,9,5,5,5,5,5,2,3,5,2,2,5,98,NA,NA,98,NA,NA,1,4,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1.58478352565356,1.71655336073487,NA,NA
"469",198365,"08/03/2019",2,44,4,2,8,1,4,98,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8,3,0,98,5,0,0,3,3,NA,98,NA,8,5,8,0,4,0,4,98,98,0,5,1,98,NA,NA,NA,NA,4,3,1,1,98,3,4,3,1,3,2,4,4,4,4,3,3,2,2,4,3,1,2,1,1,1,4,3,4,1,NA,NA,2,2,1,3,1,98,NA,NA,NA,NA,NA,1,2,4,3,3,1996,1,1,"98",3,5,4,2,1,4,1,1,2,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,3,NA,0.94094372035937,NA,NA,NA
"470",198367,"08/03/2019",1,42,4,2,4,1,3,4,15,28,5,3,3,3,2,2,3,4,2,1,3,2,3,2,2,4,1,NA,NA,NA,NA,NA,1,4,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,4,5,97,1,NA,NA,NA,6,2,98,3,8,5,5,4,3,3,1,4,4,4,1992,1,1,"33",98,4,1,4,1,5,1,1,2,1,"12/04/2019",1,9,6,4,1,5,2,1,4,2,2,4,4,2,2,5,50,NA,NA,10,NA,NA,2,2,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,4,NA,0.90115712740743,0.899936424246566,NA,NA
"471",198368,"08/03/2019",1,37,3,2,7,1,1,2,16,NA,1,3,2,4,2,3,3,2,4,1,4,4,4,1,1,4,4,NA,NA,NA,NA,NA,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,4,94,98,NA,NA,NA,94,6,1,1,7,7,5,3,1,1,1,4,4,4,1989,1,1,"33",3,3,5,1,1,5,1,1,2,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,4,NA,0.808874660503314,NA,NA,NA
"472",198370,"08/03/2019",1,NA,7,2,7,1,5,4,32,33,5,4,3,4,2,2,2,1,3,4,4,1,3,1,2,4,2,NA,NA,NA,NA,NA,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,5,1,97,1,NA,NA,NA,94,1,1,5,8,3,3,4,4,3,2,3,4,4,1974,1,1,"Y2",2,5,2,3,1,5,1,1,2,1,"16/04/2019",2,94,6,9,9,1,1,5,2,1,1,5,5,4,8,4,64,60,NA,30,3,NA,2,1,4,1,1,204011,"16/09/2019",1,5,2,2,3,1,5,4,3,5,98,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,205033,"25/09/2019",1,9,5,4,3,1,1,4,4,NA,0.808874660503314,0.792485631491986,0.734300059302239,0.723389920167168
"473",198371,"08/03/2019",1,42,4,2,7,1,4,3,28,23,2,3,2,4,2,2,1,4,3,2,3,3,1,98,1,2,1,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,1,1,7,1,NA,NA,NA,7,4,3,5,9,9,6,2,4,1,4,1,1,1,NA,1,2,"23",1,5,14,3,1,1,1,1,2,1,"12/04/2019",1,7,6,5,1,4,1,8,8,2,2,2,3,1,3,5,72,61,NA,31,22,25,1,1,1,1,1,203680,"10/09/2019",1,98,98,1,1,1,5,5,4,3,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,204304,"19/09/2019",1,7,5,6,1,1,1,4,1,NA,1.04892898857783,0.959414772825712,1.02265764861452,0.994324040454189
"474",198372,"08/03/2019",1,37,3,2,6,1,2,2,28,18,4,3,3,3,1,2,1,98,98,98,3,3,1,2,3,2,2,NA,NA,NA,NA,NA,2,3,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,3,3,98,1,NA,NA,NA,5,3,1,5,8,7,5,4,4,1,3,3,1,3,1982,5,1,"Y2",2,3,5,3,1,2,1,1,2,1,"12/04/2019",2,94,1,4,2,4,4,4,2,2,8,4,4,2,2,5,43,NA,NA,18,24,NA,2,3,4,1,1,204050,"16/09/2019",1,1,2,2,2,2,3,5,2,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,204360,"19/09/2019",1,99,4,6,1,1,1,3,2,NA,0.876813565421252,0.871930058299124,0.909328718656056,0.959553289148915
"475",198374,"08/03/2019",1,42,4,2,8,1,1,2,37,NA,2,4,2,4,2,2,1,3,2,4,3,2,2,98,1,2,1,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,2,3,4,2,11,NA,NA,5,3,1,5,10,8,7,4,4,1,4,1,1,1,NA,1,2,"22",5,6,8,2,1,2,1,1,2,1,"15/04/2019",1,4,6,5,3,4,3,4,3,4,2,2,4,2,2,5,52,43,NA,2,11,NA,8,3,4,1,1,203728,"10/09/2019",1,1,2,1,2,2,3,1,2,1,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,204309,"19/09/2019",1,5,5,8,3,1,1,4,2,NA,1.06653502734965,1.08177354065321,1.07336062748564,1.11641077724602
"476",198375,"08/03/2019",1,48,4,2,2,1,3,3,35,NA,3,3,3,2,1,2,NA,NA,NA,NA,2,4,4,2,1,4,1,1,4,4,4,98,4,4,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,3,2,2,97,1,NA,NA,NA,98,4,3,3,10,5,5,4,2,1,4,NA,NA,NA,NA,NA,1,"Y2",1,4,5,3,2,4,2,2,2,1,"15/04/2019",1,11,6,1,1,3,2,4,2,1,1,3,3,1,3,1,61,NA,NA,21,NA,NA,2,3,3,2,2,203989,"15/09/2019",1,4,98,3,3,2,4,5,5,3,11,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,204918,"24/09/2019",1,11,3,6,2,2,2,1,3,1,2.00325727462769,1.7930029630661,1.84684681892395,2.00980401039124
"477",198376,"08/03/2019",1,55,5,1,7,1,5,4,49,50,4,4,5,1,1,2,NA,NA,NA,NA,1,4,4,2,3,2,1,1,4,3,3,1,1,4,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,5,32,1,NA,NA,NA,2,6,1,5,10,4,3,2,2,1,2,NA,NA,NA,NA,NA,1,"51",3,3,3,2,2,4,2,2,2,1,"15/04/2019",1,12,1,5,1,1,4,2,1,4,4,4,5,4,5,2,61,NA,NA,97,NA,NA,2,1,1,2,2,203404,"05/09/2019",1,1,1,3,4,3,4,3,3,1,11,NA,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,2,204900,"24/09/2019",1,11,5,6,2,2,2,4,3,3,0.365122616291046,0.383954167366028,0.351706027984619,0.345360815525055
"478",198381,"10/03/2019",2,43,4,2,4,1,3,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,98,5,0,0,7,98,2,0,NA,98,NA,5,8,0,98,5,98,0,0,98,5,2,0,98,NA,NA,NA,NA,1,4,3,3,3,4,5,5,2,5,4,3,3,4,3,4,4,3,1,1,2,2,3,2,3,3,5,1,1,2,NA,NA,1,3,2,7,3,5,NA,NA,NA,NA,NA,1,2,1,1,4,NA,1,1,"26",4,4,4,2,1,5,1,1,2,1,"14/04/2019",1,2,1,5,2,4,4,3,4,2,3,2,5,3,4,1,61,NA,NA,7,NA,NA,2,8,2,1,1,204005,"16/09/2019",2,1,1,3,4,1,4,4,2,4,97,32,NA,1,98,3,NA,NA,NA,2,6,6,0,7,2,6,0,7,5,98,9,3,5,1,4,6,1,1,1,204414,"19/09/2019",1,6,5,2,2,1,1,2,4,NA,0.90115712740743,0.899936424246566,0.93533861150672,0.935057863620165
"479",198382,"10/03/2019",2,24,2,2,4,1,2,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,5,5,0,5,5,0,5,0,0,NA,0,NA,10,0,5,5,0,0,5,0,0,10,0,0,0,NA,NA,NA,NA,5,3,2,2,3,98,5,3,3,3,4,3,3,3,3,98,1,98,98,1,1,98,NA,NA,NA,NA,5,5,1,98,2,93,3,1,1,3,1,98,NA,NA,NA,NA,NA,1,3,1,1,1,NA,1,2,"43",2,3,3,3,1,2,1,1,2,1,"16/04/2019",1,5,1,4,3,3,2,3,1,4,1,3,5,4,4,5,41,NA,NA,1,3,NA,1,3,3,1,1,203879,"12/09/2019",2,2,2,2,4,2,5,3,4,4,2,32,NA,4,2,4,NA,NA,NA,0,10,0,10,0,0,0,0,10,0,0,0,0,0,2,4,4,1,1,1,204757,"23/09/2019",2,94,5,6,4,1,1,2,2,NA,1.18821331469053,1.22844802900359,1.36722805104005,1.44307882539054
"480",198383,"10/03/2019",2,91,8,1,3,1,5,4,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,99,99,99,99,99,99,99,99,99,NA,99,NA,98,98,5,0,98,98,98,98,98,98,98,98,98,NA,NA,NA,NA,4,3,1,2,2,1,98,98,98,98,3,3,4,4,4,4,4,2,2,3,2,98,NA,NA,NA,NA,5,5,5,99,1,NA,98,98,99,98,1,5,NA,NA,NA,NA,NA,1,2,3,3,3,1935,1,1,"Y2",2,4,2,3,1,4,1,1,2,1,"11/04/2019",1,2,2,5,2,4,3,4,3,3,1,1,4,4,4,5,43,42,NA,2,1,NA,2,2,3,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1.58478352565356,1.71655336073487,NA,NA
"481",198385,"10/03/2019",1,64,6,2,3,1,5,4,32,NA,4,4,5,3,2,1,2,1,3,4,2,3,4,1,1,4,1,NA,NA,NA,NA,NA,1,2,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,1,97,2,93,NA,NA,99,5,1,1,10,6,6,4,2,1,2,1,2,2,NA,11,1,"14",4,5,5,2,1,4,1,1,2,1,"17/04/2019",1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,NA,NA,99,NA,NA,9,9,9,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1.58478352565356,1.71655336073487,NA,NA
"482",198386,"10/03/2019",1,41,4,2,8,1,2,2,5,NA,3,3,3,3,2,3,3,4,2,1,3,2,2,98,3,3,1,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,2,1,NA,NA,NA,NA,32,2,1,5,10,7,4,2,4,1,4,1,3,3,NA,1,2,"21",4,4,5,3,1,2,1,1,2,1,"14/04/2019",1,10,3,3,4,4,1,4,3,4,1,3,5,4,3,5,70,NA,NA,30,NA,NA,2,3,3,1,1,203467,"08/09/2019",1,1,1,3,3,1,5,4,2,4,98,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,204559,"22/09/2019",1,2,4,2,4,1,1,4,2,NA,1.06653502734965,1.08177354065321,1.07336062748564,1.11641077724602
"483",198387,"10/03/2019",2,18,1,1,4,1,4,3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,98,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,3,2,5,0,0,2,1,0,NA,0,NA,95,95,7,3,8,98,3,98,98,4,6,98,0,NA,NA,NA,NA,5,4,4,4,2,98,98,2,1,2,4,4,3,4,4,4,3,98,2,4,3,98,NA,NA,NA,NA,2,2,2,98,1,NA,2,98,95,1,3,1,NA,NA,NA,NA,NA,6,3,1,4,1,NA,3,1,"Y2",5,4,5,2,1,3,1,1,2,1,"17/04/2019",1,1,1,5,1,4,4,4,4,2,2,4,2,4,2,5,61,NA,NA,7,21,NA,2,3,4,1,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,3,NA,1.04829361271311,1.09107106015303,NA,NA
